Gene_Name,Post_1,Post_10,Post_11,Post_12,Post_13,Post_14,Post_15,Post_16,Post_17,Post_18,Post_19,Post_2,Post_20,Post_21,Post_22,Post_23,Post_24,Post_25,Post_26,Post_28,Post_29,Post_3,Post_30,Post_5,Post_6,Post_7,Post_8,Pre_1,Pre_10,Pre_11,Pre_12,Pre_13,Pre_14,Pre_15,Pre_16,Pre_17,Pre_18,Pre_19,Pre_2,Pre_20,Pre_21,Pre_22,Pre_23,Pre_24,Pre_25,Pre_26,Pre_28,Pre_29,Pre_3,Pre_30,Pre_5,Pre_6,Pre_7,Pre_8
ADGRF1,2363.727733,9379.45679,4546.140231,4301.668679,23692.24013,895.622113,7908.124871,4314.575212,18402.8577,1212.628507,6681.383482,529.9389537,9981.807374,6200.340716,6066.979224,4804.882345,591.5808228,6972.889552,5174.017102,1280.682016,3965.813525,11829.33603,8638.368892,822.3079309,10108.09147,2284.435242,3307.217671,3198.910731,6581.150909,2857.111007,2333.289567,3087.448705,2150.511609,9077.071206,2333.177107,12022.20829,8719.653202,1958.457341,12688.33979,9366.806673,13272.68517,6486.679477,8007.970549,637.7057203,7718.364989,7691.79848,3104.575513,1933.676498,6473.036873,11778.70438,749.4802541,9596.936857,10509.64286,4296.36114
ADGRG6,4009.331859,7397.621173,8135.850795,6047.398232,4924.197536,2173.4002,7873.120726,8532.794353,8721.31527,5758.886431,6581.602488,2455.37956,9177.725368,14376.46778,9910.614438,7078.349935,1664.935969,9839.74978,8275.10516,3791.205005,6294.697693,5162.875981,8197.190009,2983.97572,11527.17605,8041.12379,7178.208114,7337.474814,5415.99188,4328.164477,3019.769212,4800.961872,4029.034718,5929.281118,4746.289211,7261.951098,7171.954365,5917.905056,4363.186849,6238.259805,8578.520394,8694.499835,5690.370873,2029.015599,8655.569821,5728.486883,5637.923014,9967.988674,5273.575734,7365.039362,1627.040937,6768.867002,13104.0457,9328.835773
ADH1C,16952.24638,13382.37839,6013.850236,21645.49351,11099.93534,12880.6869,27174.77749,10537.1024,18588.15368,3856.463502,22835.37456,617.755343,2525.961593,13583.47546,9174.473068,25376.47294,1074.780545,12620.53554,11447.3711,2909.934107,21176.76011,34626.85853,23266.26874,1894.935867,25685.20765,3705.801835,6325.183005,6078.511685,17496.16087,14648.44051,35077.81495,5273.653393,22565.69746,52714.2475,76332.68218,42773.10358,12348.7846,8429.427139,4882.965449,9769.060232,33843.41573,25721.17244,27415.6588,939.2353326,10448.67578,34636.55105,8142.729286,4497.894985,56404.9523,33467.46228,2737.873334,29743.68231,2335.333287,5540.694472
ADH5,20530.67341,23875.01227,9498.567805,10435.36525,26068.35405,22180.05162,30257.23064,12389.68649,24823.43501,20402.85386,26041.30501,3563.212646,16932.54486,22217.70074,15216.354,19828.19536,5479.356887,13662.67083,15867.10976,27979.7566,16126.12055,19587.87691,27168.57843,12055.62247,25719.13706,7252.570443,22796.98541,20092.3535,32752.67946,15499.35625,15232.44911,14851.47839,35935.01831,48895.87843,54828.67143,43558.18852,20655.06,11386.2578,19839.40422,34091.51232,33955.74037,50805.32741,37340.69128,8442.142628,14801.33251,50583.76322,14234.02437,9605.239979,40094.39467,27917.13072,27001.33525,52322.19357,9466.32221,14037.78567
ADH7,28049.67631,9414.224107,3535.255286,10684.19787,25710.01284,15288.93633,22601.2364,15338.94511,18434.11978,13225.91489,19160.08674,10210.04164,16958.78028,28360.49828,7183.661116,19689.78854,21819.86154,18338.44616,10255.05909,21594.98135,14698.44506,23776.51629,29379.67398,9749.489986,13299.2286,1083.6941,7864.398381,7324.212276,12910.79607,13158.80772,16491.12896,15860.15043,9002.990836,30395.4511,74291.12853,18942.56513,33301.2639,11438.10253,11158.43651,30592.36425,33051.90462,10630.25316,14981.00101,23688.70014,9752.801532,19370.07139,12009.34013,851.83206,51505.33544,45185.6679,24633.33213,14071.2513,1012.786005,7819.236145
ADSL,1506.247512,2172.047335,769.2063936,529.5116987,2426.654311,1373.814064,2702.596474,1997.049042,2914.340686,5066.979899,1275.279488,379.0506736,1741.623557,2687.014289,1398.575284,1524.706048,1168.211619,907.9788562,1173.795946,1384.643819,1847.030632,2015.682179,1695.393887,2232.956083,2321.487459,820.8863124,3277.671201,2365.763268,2547.814453,1014.643126,1436.16239,1040.185878,2211.865776,3609.635015,4457.236871,3568.133999,1358.093219,1255.470237,1812.186783,2938.869373,1489.512729,5446.866402,3240.65651,1096.032819,1828.935756,3035.378425,1083.547516,2671.599233,2897.34539,1979.073817,2885.258714,4697.891223,476.7269375,868.118274
ADSS2,15942.86823,16246.63766,8778.537443,7315.484173,16023.7139,10165.50904,20857.64669,12344.91774,21640.95388,59986.08281,12856.38639,2093.736791,12952.93327,25375.31439,10095.67347,10667.79098,11880.86132,9427.795769,12832.16442,18841.36372,15559.5814,20982.64021,13577.89969,26755.93905,14406.95505,14319.02632,30819.80198,21502.60934,24785.54861,8438.240471,9165.286303,12935.37838,12938.39191,20534.11544,23383.54915,26326.34561,16118.76895,19228.24261,17213.27425,18403.64534,12230.2216,15055.08693,19152.56309,15512.40501,23648.32671,16708.93939,11050.06833,34165.26237,23742.89601,11688.2435,22430.3772,23392.2025,7605.700864,12701.63026
AFDN,1617.345437,1533.221564,758.0982995,745.8937991,862.920453,2401.330274,1595.660715,1372.531307,670.4964371,1257.69993,1107.153896,541.5525709,888.3354152,1225.132356,947.45985,1096.123535,870.6633938,860.4887717,622.3068122,2076.984354,1372.162494,1109.565284,922.2126316,1334.202899,1263.050286,832.2858422,544.2046084,717.742658,274.0059865,998.7574892,318.4717984,1241.180812,721.7916476,2110.292258,2116.446709,1700.869193,629.2609163,756.4176047,596.6803635,1061.89345,1208.842907,1984.751371,2201.378367,710.0562561,425.6677634,1949.891801,1253.56079,1131.348959,2658.950335,1115.291414,3448.989067,1047.368856,490.9216448,530.4166848
AFM,32731.70231,23389.85197,12330.87196,12627.39136,17469.28907,8028.76349,24954.69543,40516.36237,12560.13465,109383.663,6787.870865,3128.664273,37205.81561,14478.44693,7040.434319,16017.24597,3650.895005,27450.583,12241.69566,9906.789446,25573.03793,20564.76032,36683.69157,158032.5595,14331.65191,4966.863338,54518.22148,13909.35139,25348.76644,32296.79276,49651.97237,59582.04754,11307.13979,52742.00463,46079.99524,21356.72621,21319.15006,25767.13985,21677.2279,47796.53149,10719.8274,15085.80935,19052.46868,5816.273835,73898.77961,11585.35896,19588.25077,9498.786543,24232.34436,27806.45303,84605.87503,10392.60106,5155.910246,46276.13316
AGA,7134.897988,13839.40121,5518.358625,15949.96682,14583.5152,13684.68519,19458.07584,16956.05507,11612.33785,12171.26532,19078.31269,6154.877447,25260.42623,16127.77125,7358.49599,11869.96118,10241.22062,8562.34666,9124.784309,24285.61585,14624.41809,13766.21268,10254.8214,15011.72218,11542.32533,5979.433251,14990.78965,7559.188694,21146.25089,10037.51195,14071.86206,20182.22838,14711.94739,17684.00855,14390.61184,10214.76456,8292.215004,16534.69185,9970.376959,25054.17847,20899.52503,15612.50534,16847.14582,16892.7961,9439.998722,26703.94618,19061.04491,20224.54387,16643.78854,14112.85495,23189.40713,9415.752008,8021.022759,10722.83089
AGL,2052.751982,1285.074313,498.0706191,646.2745121,1201.734738,1319.696474,962.9644492,968.9605467,2891.535632,4590.886625,1537.141806,489.3200258,1273.459819,1727.80696,1002.21556,873.1863147,2172.45042,978.0708608,1985.509137,1796.685625,1370.487302,1316.586985,865.0942487,2683.461547,1381.148872,1219.967387,2704.777845,2319.216707,2032.807656,926.541079,1493.868478,1283.039568,1236.968996,1610.232643,4104.339942,2228.046373,1326.385032,1782.918154,1460.820502,1006.156961,944.4027416,2195.26962,1511.239149,1683.414602,1276.595613,1339.97741,852.4119033,4914.995706,2232.670967,1255.898144,3173.517038,1375.698837,992.8889801,812.2038441
AGR2,46272.78051,45936.66285,13854.61016,104915.7693,37194.91907,30696.1461,104383.8794,156016.8935,55975.66806,39199.75783,308667.2571,23911.30568,49696.43572,16744.5267,67099.62577,73229.84383,11006.59825,68709.92754,19742.81963,17915.46071,122076.6284,136439.3203,99974.15157,52450.64017,61409.16711,5783.239788,32506.14311,25509.31799,35492.78954,45470.15221,112908.6771,87136.22581,28527.47537,200928.5069,551712.8379,152728.7199,199633.2229,376220.3244,45176.94537,322393.283,42682.36529,68904.3057,95765.72705,19615.28989,14916.8528,34193.70828,18789.818,11674.46533,165374.3307,94197.82823,78900.43432,67289.15016,5967.365831,9731.423489
AGR3,19372.76466,11554.1829,1998.278321,26195.81815,17851.0864,2698.367379,51501.49672,73039.04643,16101.71523,14290.11009,96521.118,5304.703829,26775.36566,3842.786013,14538.31126,13233.96475,3085.183804,7466.998026,11774.33482,4643.525811,33843.69686,59844.74295,24926.78706,31417.37118,7833.196021,1417.894634,2010.285523,17865.89645,11096.70152,14464.15421,33688.30806,22297.62899,5408.433997,26754.05618,190666.877,26397.86064,40377.62136,118028.6414,7687.651631,93223.76496,8676.178193,9521.845495,13573.65309,4202.644149,3513.454167,10325.75919,2136.596244,1972.164217,60111.69102,22784.73269,28688.92783,17168.51479,1347.322971,1745.574927
AGRN,2645.653434,7869.938183,9179.603623,6725.036711,16328.3889,4500.761658,11972.42985,10069.02572,10622.98685,4686.05588,6399.169313,1585.062342,10803.00172,10306.80001,6758.479352,5878.705214,1768.343459,8978.84538,6854.519092,1719.621201,7421.150208,8891.040139,18724.72887,3365.019815,13381.37168,2994.346685,4844.58668,4077.24199,6399.844395,9775.06452,4114.330744,6375.244233,8792.98229,8575.50187,3988.162465,6552.298678,6992.153743,2412.149849,4039.281123,9576.399675,12963.72088,9631.426621,8104.621821,2344.633176,9907.054353,11389.26185,4562.635708,6766.462892,8906.113184,20287.93814,3197.844538,11760.72716,5041.657395,3901.045487
AGT,33524.97199,39285.86016,32341.50745,15239.37362,107910.2517,11910.51141,27604.4451,45994.64398,21213.71532,17623.84623,12335.37122,6115.92369,26681.64868,22667.53561,17947.42459,22209.90281,4968.333489,53859.8094,14213.36768,11567.08441,47677.37316,26725.47068,37690.44824,376020.444,51748.16119,4847.039254,196839.4615,24682.42148,33803.65207,53549.30993,37839.90999,139334.186,17857.1374,76321.93473,78464.83948,28381.65605,42046.14034,31412.8246,69984.53012,29580.50993,16544.93361,34603.80893,32210.5204,7939.160281,112153.4904,18318.37369,19666.28717,5577.891944,36883.30893,48947.90158,165579.8557,45048.90203,6025.909897,124377.5207
AHCY,14308.22684,17574.77041,5983.624497,6096.006169,15669.93065,21263.86524,15631.06779,7228.017391,16928.68961,12826.34202,13248.52651,6736.626107,11400.27474,10732.44299,8789.177495,10900.87091,16592.9499,9882.401132,9333.091751,23644.47685,17004.86082,11562.40523,11243.19411,17563.95702,14487.23148,2653.600095,16531.02062,9201.206011,16899.7921,9835.379435,9135.795228,11925.85116,19832.46844,23786.40736,34734.3221,21077.3578,15387.28506,11847.95894,12633.11687,21052.54339,13077.99733,27293.80865,20284.32353,17395.39037,9557.553671,19546.74117,8187.277809,9207.040388,22363.62386,11959.39905,30270.67649,25318.03029,1868.367933,7835.131483
AHCYL1,1712.156158,5495.475738,2695.593271,2248.398203,5025.083239,2838.959476,3959.510454,1690.863884,5295.895164,11399.82251,6482.156128,933.2776568,3559.134708,3771.485623,2249.217661,5839.126936,2302.763872,3563.19269,2970.32705,6977.69774,5299.233029,4141.262412,2243.358922,2973.783933,7443.339767,2251.555906,6424.428399,2437.976287,9034.660609,4857.256816,4172.136399,3717.831886,8242.50615,13530.76352,15199.37747,13085.85513,3783.822782,1998.389512,3040.111147,9092.136537,6304.240832,12215.13248,11306.55634,2556.603981,4816.953446,6569.67394,3468.321415,3435.297323,10253.12352,7037.607113,6761.907537,7213.211118,1624.14655,2235.849149
AHNAK,104372.8722,35411.39517,11161.1143,16374.84534,47681.59707,147808.5884,68052.36803,55245.39433,70879.91084,64429.38164,91317.49584,30612.64335,46196.79127,30962.87703,39819.519,33454.98454,139567.3318,26298.95729,23544.22403,437119.5983,35029.6923,65278.76856,62793.52941,11117.60493,51888.21502,8250.659187,71351.09959,21029.26376,82643.22622,38352.21809,30164.0452,81911.9026,84796.60255,89457.0938,161655.9472,68035.7003,20928.09452,31453.1484,44986.92789,67587.16576,92146.40282,93490.39718,131084.5969,112171.5105,18774.03514,137617.7534,15826.46802,15391.23808,111902.34,94376.4725,302675.18,76212.27823,6277.016311,13344.81913
AHSA1,6770.074936,10150.90413,2953.576688,2978.693398,12134.0733,4188.712518,9559.605053,4748.046509,8834.51471,9675.058931,9810.630272,1011.328768,5889.082136,12948.08493,4395.177266,9334.01723,2864.758997,4648.327401,6089.435139,8137.088506,5343.735462,5638.049833,9481.781599,1640.292992,7431.611194,3348.993281,8699.77992,11827.2038,9972.723157,5763.253209,3385.97935,3289.199727,7648.16797,19106.35507,17216.51819,14982.39554,6022.241796,3393.420334,6115.631364,12686.73849,10971.09275,11832.57032,13732.70121,1242.814467,5087.00125,10697.60644,4417.259723,3108.936712,12739.0863,10242.26692,4362.708947,15745.30316,2423.3237,2807.366486
AHSG,112739.1622,126897.4989,70909.84502,48808.41101,113718.7648,34126.45791,117942.3026,106660.3095,59832.03096,290124.5506,64760.41631,18994.20119,121429.252,72918.8743,50308.57994,92176.43609,23483.23719,74406.88413,56058.58164,35869.11276,96545.00601,65646.66049,137915.5413,174158.834,133663.9251,30162.93015,260852.1442,86776.74264,145363.0575,128552.7389,109930.7638,116017.0675,53819.65599,172896.9921,190825.2324,112852.8011,124791.6032,103504.4763,110867.0288,228740.0106,76794.70575,112081.7098,110921.9646,23376.2678,219978.672,54592.6685,107722.4762,51309.8398,111388.5614,144941.9549,136541.1911,97002.18728,48954.70886,192630.6133
AIF1,974.7050328,2031.116445,385.5934133,3751.0813,2324.22641,2514.173584,12635.91101,4441.325091,1293.513451,28204.36238,12372.86999,693.6641962,13607.37276,5047.390878,2263.142307,2843.21223,1147.542888,686.8664966,619.2054115,806.3054153,12500.4623,14726.23282,3782.303402,10734.16245,1548.907989,982.9062037,6683.531332,2125.810678,4230.276758,6360.877985,5742.731894,2011.491764,5908.939339,6216.537761,9445.553005,1015.629155,2997.049646,5310.836435,2888.398573,25684.75172,2176.011628,7782.808729,12214.88875,699.7569155,1558.707098,5882.311085,1418.976899,15321.24587,23576.72143,6345.528698,31368.04157,5596.601915,573.6698319,405.1949688
AIMP1,9998.456149,1269.39264,743.7832777,850.5896783,1293.214411,1510.954826,3393.167685,4706.709243,2053.875545,10737.23514,3946.301764,551.6733465,2258.988199,1915.283091,572.2161845,1836.733163,1954.349553,2604.58405,1970.751461,5039.33031,1282.609092,3564.979896,1675.895951,1384.624883,3073.118515,368.2578358,2182.927806,1740.261032,2233.370928,1963.017804,2559.155541,894.3825047,5422.782591,4838.596749,14344.6728,5215.087728,2831.261261,1521.507609,1939.616345,7780.654619,3984.368493,6989.47978,6322.896781,1254.435331,932.6634081,4395.127427,443.2467988,2923.199164,7865.67589,2795.667095,3113.228375,3780.60681,357.4529598,826.2080884
AIP,900.600029,2086.132565,700.3444211,958.6878071,1309.219931,2667.856269,3725.371444,2584.165926,2254.236373,12381.12516,2909.675678,774.3090554,2771.396449,3571.942176,650.5718961,1075.799904,901.0409979,1316.254882,1805.759123,1122.735751,2141.077426,6162.445389,3223.751083,7327.171538,3213.487356,1271.456572,3896.64774,3673.790527,3426.865492,1554.412887,649.1814463,853.5104399,3349.269823,3627.870288,6508.272347,3725.710574,3556.718142,691.1082359,3752.833597,5770.900208,3939.238587,6861.64026,7280.906065,395.9100251,1795.953698,3325.041958,529.2221846,1172.027954,5348.33044,2759.281579,3365.085715,8067.984783,422.6203295,781.558909
AK1,23136.92636,41924.61788,10006.55465,29893.99533,26953.33311,22920.33727,51698.94583,30395.78729,40686.64003,8719.296462,49379.47886,2990.826816,28414.32734,18495.56433,15062.87762,31666.70061,4484.414196,22645.37171,36355.33457,16544.44689,22483.97914,49365.12897,27368.54448,6311.395601,33262.23711,10908.93696,9804.015536,17757.49017,38198.75374,18500.57531,47652.02886,14133.57686,27212.26096,76077.98596,98217.60662,83976.78841,15519.58064,18101.93357,9328.668198,44746.86327,33727.0941,44000.71,40052.45219,3198.053305,13625.96056,60103.25692,16456.33697,11801.57445,63729.64,38770.26152,10838.55454,45990.63385,6976.66722,9089.422964
AK2,7665.921513,6291.859805,1064.405621,3572.874529,5747.822164,9839.461245,6464.772775,15930.88185,8511.660455,161942.7846,11919.81895,2191.23755,6794.754379,12714.01005,5440.352542,3383.59912,10370.27817,4927.817198,6073.403305,20407.74767,9492.02343,11021.38891,5598.424267,16234.25457,3567.942194,9126.210814,24911.81419,6075.649626,8457.154952,6714.136597,5067.493067,13041.32136,6018.555231,4081.945592,27054.4199,6739.767417,6558.13846,15860.55064,13788.21036,10570.36279,7532.432321,12128.0045,8896.131695,10270.78474,3684.529759,7802.198022,3725.333224,57566.26893,16823.33765,7146.711527,53803.35032,6501.737563,2995.063018,1363.514521
AK8,4793.270777,9468.353234,724.3877256,1546.621842,2848.023162,1676.034849,10161.18292,11642.13716,9660.182054,1847.224999,7567.526457,816.966805,5191.058606,4828.140622,3500.064989,4171.863818,800.4169988,1512.928751,4680.671856,1468.824877,5035.693979,14084.14021,7989.567804,785.2035513,3052.737186,1410.241443,1052.057605,8233.205895,5261.090011,1210.374689,2942.279997,1805.179031,5404.478645,11223.9722,25123.10738,12146.74595,2732.212114,1454.696158,1570.43526,11814.4067,15391.17443,7291.397666,5581.941159,698.453285,932.4850875,6451.901827,716.2731696,1484.854705,11061.61694,9905.004124,1234.367379,6478.521572,982.4402618,488.4604409
AKR1A1,29885.18036,38067.93729,10612.54991,19865.20657,36735.05237,37185.7931,55424.82909,28161.89617,32402.19423,18510.09452,44319.66829,12385.78186,39088.67815,18152.73793,20782.99149,30191.39545,11660.39486,22405.87946,13582.98934,27048.41059,24423.87132,36139.74551,33149.48825,15577.15503,41128.74759,4926.318653,19763.04831,16599.57089,40984.85348,28969.89501,36746.89609,31872.65821,59396.699,73411.72294,69532.52433,57459.24729,30525.85296,19519.82441,27821.88289,70901.15639,39241.55439,68927.08045,67951.44794,19613.66506,17297.08837,45387.78791,15226.88535,14278.15554,56400.37695,38947.45152,40610.24607,73960.4093,3913.416625,16737.69177
AKR1B1,8175.353645,31895.01706,7285.024979,9241.866876,28145.94304,33684.65576,30939.78987,8733.867181,14727.98339,15666.94273,20978.46064,10552.5501,20302.46674,14641.88311,17642.56243,14795.40006,2971.505821,9043.550756,12271.13205,24101.42761,26464.6927,21534.36378,20984.28758,5395.603525,22174.09788,5167.989875,11144.06027,8299.256414,39587.78146,20769.09611,20346.65857,21589.7148,81019.78816,50176.31598,37160.27788,36718.66952,9304.594535,6884.945565,28292.50891,45110.26732,37298.59747,71909.96904,63097.00082,4215.586138,11652.05551,94372.70117,14384.47052,17772.36096,39805.64807,25758.74318,22930.65732,46874.89951,4249.041388,11138.33856
